place,title,time,pay,date
경기 남양주, 세라젬 웰카페 남양주다산지금 직영점,시간협의,"월급2,100,000",08/13
충남 홍성군, 세라젬 웰카페 홍성내포신도시 직영점,시간협의,"월급2,100,000",08/13
경기 수원시, 세라젬 웰카페 수원 조원 직영점,시간협의,"월급2,100,000",08/13
경북 안동시, 세라젬 웰카페 안동 직영점,시간협의,"월급2,100,000",08/13
경기 화성시, 세라젬 웰카페 동탄목동 직영점,시간협의,"월급2,100,000",08/13
경기 오산시, 세라젬 웰카페 오산 원동 직영점,시간협의,"월급2,100,000",08/13
경기 수원시, 세라젬 웰카페 수원광교 직영점,시간협의,"월급2,100,000",08/13
