place,title,time,pay,date
서울 강남구, 호텔신라,09:00~18:00,"시급8,720",1시간전
서울 서초구, 호텔신라,09:00~18:00,"월급1,846,000",2시간전
제주 전체, (주)호텔신라_제주호텔,09:00~18:00,"시급9,580",3시간전
서울 용산구, (주)호텔신라,시간협의,"월급1,822,480",08/14
서울 용산구, (주)호텔신라,시간협의,"월급1,822,480",08/14
서울 중구, (주)호텔신라,시간협의,"월급1,822,480",08/14
